item_id,rater_uid,feedback,gmt_create,rate_pic_url
i139,u2552,恩 ， 就是 这样 的 ， 谢谢 退款 了 ， 衣服 也 不 能 穿 ！ ,2014/9/20 13:54,http://img01.taobaocdn.com/bao/uploaded/TB2rjUhapXXXXasXpXXXXXXXXXX_!!1615685013-0-rate.jpg
i139,u2008,面料 还 不错   全 五分 吧   祝 生意兴隆 ,2014/9/11 14:28,
i139,u1488,衣服 轻微 掉色 ， 上 身 紧 ， 裙摆 太 大 ， 总体 可以 ,2014/9/19 15:41,
i139,u2074,  有 色差 尺寸 严重 片 小 穿 不 了 送 人 了 肯定 是 差 无 分 ,2014/9/17 22:34,
i14,u2197,不好意思 ！ 来 晚 了 ， 宝贝 满意 ,2014/9/17 21:16,
i14,u1473,料子 不错 ， 就是 衣服 偏 大 了 些 ,2014/9/20 08:03,
i14,u1700,  衣服 看着 挺好 的 好 有 垂 感 ,2014/9/4 16:46,
i14,u1944,显 胖 ， 不好 ， 质量 还 可以 ， 总体 觉得 不 好看 ,2014/9/23 16:34,
i14,u1869,评价 晚 了 ， 宝贝 很 喜欢 ， 质量 也 不错 ， 下次 还 会 光顾 的 ,2014/9/29 19:57,
i140,u2341,很 好 ， 洗 第一次 稍微 有点 掉色 ， 值 这 个 价钱 ,2014/9/16 20:29,
i140,u1267,货 刚 拿 到手 ～ 手感 不错 ～ 料子 也好 ～ ～ ,2014/9/25 22:47,
i140,u213,因为 卖家 是不是 没有 现货 ， 迟迟 没有 发货 ， 退款 了 ,2014/9/23 12:15,
i142,u2096,裤子 穿 在 身上 很 有型 ， 面料 很 柔软 ， 有 弹性 ， 物流 也 快 ， 这 条 颜色 有点 淡 ， 准备 再 拍 一 条 深色 的 。 ,2014/9/27 18:41,
i142,u689,确实 不错 ， 不过 我 觉得 颜色 选 错 了 。 还是 可以 滴 ,2014/9/21 11:49,
i142,u2476,服务 态度 很 好 ， 裤子 也 ,2014/9/19 18:17,http://img01.taobaocdn.com/bao/uploaded/TB2WSf_apXXXXX7XpXXXXXXXXXX_!!1104329219-0-rate.jpg
i142,u2042,宝贝 收到 了 ， 买 大 了 一号 ， 不过 还是 很 好 。 老公 说穿 上 很 好看 。 我 也 很 喜欢 。 下次 还 来 。 ,2014/9/12 23:23,
i142,u753,穿 上 很 舒服 ， 很 喜欢 ， 很 有 弹力 ,2014/9/11 21:56,
i142,u197,裤子 很 不错 ， 同事 买 的 ， 被 我 留下 了 ， 她 准备 再 买 一 条 ， 裤子 穿 起来 很 舒服 ， 颜色 形状 都 满意 。 ,2014/9/13 13:45,
i142,u1805,宝贝 很 好 ， 跟 图片 描述 一样 ， 做工 也 不错 很 精细 ， 穿 起来 效果 也 不错 ， 给 5 分 。 。 。 。 ,2014/9/4 07:27,
i142,u592,质量 没 得 说 ， 裤型 很 好 ， 穿 出来 很 漂亮 ， 很 显 瘦 ,2014/9/14 17:47,
i142,u1547,裤子 颜色 挺好 的 ， 很 喜欢 ,2014/9/22 07:32,
i142,u1148,裤 裤 ， 还 不错 ， 挺好 的 ， 但是 我 买 大 了 ， ， 有点 松 ， ,2014/9/9 16:19,
i143,u2058,质量 很 好 就是 有点 太 短 了 ,2014/9/3 21:26,
i144,u2296,裤 裤 很 好 ， 穿 的 很 舒服 ， 也 很 时尚 ， 下次 还 会 再 来 买 的 。 。 。 。 。 ,2014/9/10 16:07,
i144,u561,就是 全黑 有点 亮 亮 的 东西 ， 不 喜欢 。 其他 都 行 ， ,2014/9/20 15:38,
i144,u1991,裤子 很 给力 ！ 跟 照片 上 的 一样 ！ 穿 起来 也 舒服 ！ 赞 ！ 下次 还 继续 在 买 ！ ,2014/9/9 23:50,
i144,u2118,裤子 还 行 。 。 不错 很 喜欢 。 。 ,2014/9/23 22:24,
i144,u282,裤子 有点 大       裤腿 有点 长 ,2014/9/22 00:27,
i145,u390,裤子 大小 合适 ， 还 没 洗 ， 不知道 掉色 不 。 ,2014/9/16 16:00,
i145,u2084,还 行 ！ 一 份 价格 一 分 货 ,2014/9/5 16:27,
i145,u750,好 . 满意 ！ ！ ！   好 . 满意 ！ ！ ！ ,2014/9/4 16:35,
i145,u2433,颜色 很 喜欢 ， 弹力 大 ， 准备 送 妈妈 ,2014/9/27 13:46,http://img01.taobaocdn.com/bao/uploaded/TB2OR4xaFXXXXbUXpXXXXXXXXXX_!!1761342054-0-rate.jpg
i145,u1984,尺码 刚刚好 ， 质量 也 不错 ,2014/9/16 18:20,
i145,u232,什么 个 裤子 还 破 了 个 洞 ， 本来 想 退货 的 ， 想想 就 几 十 块 钱 扔 了 算 了 ,2014/9/23 21:30,
i145,u1796,衣服 收到 了 ， 试穿 了 还 可以 。 就是 包装 有点 简单化 ， 给 好评 吧 ， 还有 谢谢 卖家 送 的 小 礼品 。 ,2014/9/11 17:28,
i146,u1438,衣服 的 款式 和 图片 一样 ， 很 喜欢 。 质量 一般 ， 不过 这 个 价位 买 到 这样 的 品质 挺 值得 ！ ,2014/9/9 11:53,
i146,u566,  还 行 ， 前面 的 挺 好看 。 ,2014/9/18 19:39,
i146,u160,衣服 很 漂亮 。 就是 太 露 了 点 ， 送给 亲戚 了 她 很 喜欢 ,2014/9/21 20:40,
i147,u1583,不错 ， 很 好 ， 第二 次 买 了 ,2014/9/23 17:48,
i147,u1307,  大小 还 好 ， 不过 色差 太 大 了 吧 ， 说 好 的 藏青色 了 ， 都 快 成 天蓝色 了 ， 本来 就喜欢 素雅 点 的 颜色 ， 现在 很 不 爽 ,2014/9/18 22:07,
i147,u2170,宝贝 还 不 能 穿 不过 看 看 还 好 价钱 便宜 吧 ！ 给 好评 吧 ！ ,2014/9/9 07:39,
i147,u825,宝贝 很 好 ， 非常 满意 给 好评 。 ,2014/9/2 21:25,
i148,u2010,衣服 很 好 . 就是 掉色 比较 严重 ! ,2014/9/22 20:55,
i148,u1677,衣服 很 赞 ， 很 喜欢 ， 毛绒 绒 摸 着 好 舒服 。 超值 大爱 ！ ,2014/9/30 18:13,
i148,u374,不 怎样 ， 没 图片 好看 。 ,2014/9/13 16:40,
i149,u2115,帮 朋友 买 的 ， 质量 不错 ， 穿着 也 很 合身 ， 就是 颜色 有点 色差 。   服务 很 不错 ！ ,2014/9/28 13:46,
i149,u1253,很 合身 ， 只是 纽扣 是 摁扣 ， 还是 金属 的 ， 怕 洗 过 几 次 后 上 锈 ， 不过 好评 吧 ,2014/9/21 20:07,
i149,u2032,宝贝 收到 了   和 店铺 描述 的 一样   质量 真 不错   穿 真 舒服   款式 也 好看   非常 满意 ,2014/9/22 20:21,
i149,u354,衣服 质 最 很 好 ， 也 合身 ， 好评 ,2014/9/28 16:33,
i15,u1171,  裤子 哪里 都 挺好 的 ， 就是 太 短 了 ， 不 能 穿 ， 送 朋友 了 ,2014/9/2 07:50,
i15,u874,布料 很 差 ， 很 透 ， 还 发 错 货 ， 不 贴身 ,2014/9/2 19:35,
i150,u392,很 厚实 ， 质量 不错 ！ 卖家 发货 很快 ！ ,2014/9/9 17:44,
i150,u656,看 起来 还 不错   就是 不知道 起 球 吧   看 起来 还 不错   之后 在 追 评 吧   不过 快递 实在 是 不 敢 恭维   实在 太 慢 了 ,2014/9/23 13:49,
i150,u706,很 厚 ！ 而且 脚后跟 是 薄 的 ， 方便 穿 鞋 ,2014/9/10 08:52,
i150,u1387,好评 ！ 不 掉色 ， 味道 也 没 那么 难闻 了 。   可以 ,2014/9/8 18:31,
i151,u467,垂 感 不错 ， 物超所值 哦 ， 喜欢 的 不要 犹豫 了 ,2014/9/7 19:28,
i151,u1825,修身 显 瘦 ， 质量 也 不错 ， 这 个 价 能 买 到 这样 的 裙子 超值 ,2014/9/16 12:41,
i151,u2500,还 可以 哦 ， 挺 便宜 的 呢 ， 当初 问 客服 该 穿 什么 码 数 的 ， 建议 的 是 小码 ， 我 怕 便 小 就 买 的 是 中码 ， ， 唉 ， 结果 大 了 … … 裙子 稍微 的 便 长 哦 ,2014/9/16 09:34,http://img01.taobaocdn.com/bao/uploaded/TB2BOvzapXXXXXIXXXXXXXXXXXX_!!1586964949-0-rate.jpg
i151,u1489,裙子 很 漂亮 ， 和 图 上 的 一样 ， 很 好 奥 ， 穿 起来 显 瘦 ， 性价比 很 高奥 。 喜欢 ， 全 5 分 。 ,2014/9/15 12:12,
i151,u549,衣服 质量 很 好 ， 穿 上 很 修身 没想到 25 元 能 买 到 这么 划算 的 衣服 ， 朋友 看到 后 想 让 我 再 给 她 买 件 ， 准备 再 买 第二 件 ， 大爱   ， 物流 也 很 给力 ， 5 分 ,2014/9/16 15:48,
i151,u620,  很 好 的 裙子 ， 本 以为 30 以内 不会 有 好东东 ， 大大 超出 预料 了 ！ 裙子 面料 很 好 ， 很 舒服 ， 由于 过节 放假 产生 的 不愉快 ， 就 不 计较 了 ！ 都 要 过节 的 ， 全 5 分 ！ 喜欢 的 要 快 快 下手 哦 ！ ,2014/9/12 15:43,
i152,u1537,裙子 收到 了 ， 很 惊喜 ， 面料 很 厚实 ， 穿着 也 显 瘦 ， 价格 又 便宜 ， 真是 物 有 所 值 ， 给 个 好评 ,2014/9/22 19:25,
i152,u42,"★ ★ ★ ★ ★ ★ ★ ★ ★ ★ 【 买家 必 看 】 ★ ★ ★ ★ ★ ★ ★ ★ ★ ★ ★     东西 真心 不错 , 第一时间 确认 好评 ， 非常 满意 ！ 与 描述 一致 ， 客     .     服 服务 态度 也 很 好 ！ 快递 速度 也 很快 ！ ！ 在 实体店 买 实在 太 贵 了     .     不 太 舍得 ， 辛 亏 朋友 介绍 我 加入 群 通过 此 群 发现 了 好多 的 宝贝 。     .     比 聚 划算 更 便宜 ， 进 群 已经 好 几 天 了 ， 几乎 都 是 天 猫 商城 的 产品     .     质量 有 保证 ！ 这 几 天 我 都 抢 到 十 几 件 宝贝 了 ！ 强烈 推荐 大家 进 君 羊 ， 省钱 才 是 王道 。   我们 的 秋 秋 羣 是 【   280801465   】 ",2014/9/30 13:19,
i152,u2278,宝贝 不错 ！ 就是 自己 胖 了 点 ！ ,2014/9/29 22:14,
i152,u378,  质量 很 好 ， 不错 的 一次 网购 ,2014/9/28 08:36,
i153,u21,手感 很 舒服   穿着 修身   這 價 錢 買 到 這 褲 子 ， 沒 的 說 ,2014/9/21 20:16,
i153,u1141,物流 很快 ， 宝贝 质量 不错 ， 手感 好 ， 还 没 洗 ， 不知道 会 不会 掉色 ,2014/9/17 19:35,
i153,u2178,貌似 买 小 了 一点儿 ， 属于 比较 修身 ， 如果 平时 穿 二 尺 七 八 ， 我 觉得 可以 选择 二 尺 八 ,2014/9/2 20:42,
i153,u408,质量 不错 ， 穿 上 挺 舒服 的 ， 发货 速度 快 ,2014/9/2 00:26,
i153,u1667,一个 星期 才 到 ， 问 卖家 原因 爱理 不理 ， 搞笑 ,2014/9/15 15:03,
i154,u1736,这 价钱 买 到 这 打底 ， 还 行 ， 物流 也 挺 快 ， 在 11 前 收到 了 ,2014/9/30 11:50,
i154,u492,衣服 很 不错 ， 面料 也 很 好 ， 摸 着 很 舒服 ， 值得 买 ,2014/9/6 20:38,
i154,u1974,衣服 昨天 收到 了 ， 上 身 效果 还 不错 ， 很 修身 ， 料子 也 不错 ， 这种 价格 能 买 到 这种 质量 的 衣服 ， 只能 说 物超所值 呀 ,2014/9/22 12:48,
i154,u1808,朋友 们 都 说 穿着 很 修身     自己 也 觉得 很 实惠     大爱     以后 还 会 再 来 光临 的 ,2014/9/13 12:36,
i154,u2525,质量 很 不错 ， 衣服 也 很 漂亮 ， 只是 有的 地方 有 污渍 ， 不过 还是 好评 ！ ！ ,2014/9/11 16:58,http://img01.taobaocdn.com/bao/uploaded/TB2iI9wapXXXXcMXXXXXXXXXXXX_!!2082469722-0-rate.jpg
i155,u1559,款式 跟 颜色 都 相当 不错 ， 穿 上 身后 显得 青春 活力 。 ,2014/9/2 21:12,
i155,u940,衣服 挺 厚实 的 ， 款式 样貌 和 图片 上 一模一样 ， 穿着 也 漂亮 。 这样 的 价位 能 买 到 这样 的 衣服 很 不错 了 。 好评 。 ,2014/9/15 13:02,
i155,u805,衣服 收到 很 喜欢 ， 没想到 这 个 价格 能 买 到 这么 好 的 东西 ， 卖家 服务 态度 好 。 下次 有 需要 的 话 还 会 再 来 光顾 的 ！ ,2014/9/3 13:40,
i155,u1284,"想到 这么 便宜 的 价钱 能 买 到 这么 好 的 衣服 ， 真是 物美价廉 , 非常 舒服 的 一 款 衣服   很 喜欢   颜色 没有 色差   面料 不错 的 很 厚 ， 质量 不错 穿 上 身 蛮 显 宽松 。   ",2014/9/14 15:01,
i155,u1271,衣服 真 的 很 好 ， 是 我喜欢 的 哦 ， 也 没有 色差 的 ， 真 的 是 太 喜欢 了 ， 现在 就 盼 着 天气 凉快 ， 好 穿 呢 ， 本来 是 打算 国庆 去 旅游 的 时候 穿 的 ， 哈哈 ， 西瓜 家 ， 支持 你 哦 ， 我 还 会 再 来 光顾 的 。 祝 西瓜 家 ， 生意兴隆 。 旺旺 旺旺 ,2014/9/1 21:11,
i155,u1096,厚厚 的 看着 就 很 暖和 ， 和 描述 的 一样 ， 很 喜欢 ， 以后 会 关注 的 ！ ,2014/9/9 12:42,
i156,u640,收到 蛮 不错 的 ， 外观 上 看 的 还 可以 ， 就是 不知道 会 不会 起 球 ， 穿过 之后 在 来 评价 ， 目前 看 值 这 个 钱 。 ,2014/9/12 16:28,
i156,u1342,质量 非常 好 ， 手感 不错 ， 穿着 也 很 舒服 ， 店家 服务 态度 也 不错 ， 值得 购买 ， 下次 会 常 光顾 的 … … ,2014/9/23 22:01,
i156,u1257,  大爱 ， 发货 速度 快 ， 同 一 天 买 的 三 件 ， 这 个 最先 到 ， 而且 质量 很 好 。 。 ,2014/9/7 15:18,
i156,u294,还 不错 呢 ， 是我 想 要 的 ,2014/9/21 19:09,
i156,u1159,"裤子 短 , 也 不 像 描述 所 说 的 ",2014/9/21 23:12,
i156,u2019,真心 不错 ， 就是 感觉 像 秋裤 ， 不 像 打底裤 。 ,2014/9/1 15:23,
i156,u875,  发货 速度 很快 ， 裤子 质量 也 很 好 ， 跟 图片 上 的 一样 ， 下次 还 来 买 。 ,2014/9/29 17:15,
i157,u1501,比 想象 中 的 薄 ， 颜色 无 色差 弹性 好 质量 是 棉 的 ,2014/9/10 10:13,
i157,u2426,很 喜欢 白色 的 ， 好 搭配 ， 面料 也 很 好 ， 刚 拿 到手 游 点 硬 ， 洗 过 就 好 了 ， 赞 赞 赞 ， 还 想 入手 一 件 ,2014/9/10 09:33,
i157,u645,宝贝 还 不错 ， 正好 可以 搭 那 件 衣服 ， 很 喜欢 ,2014/9/3 22:29,
i157,u2447,物美价廉 ！ 性价比 高 ！ 一次 不错 的 网购 ！ 上 身 效果 很 满意 ！ 果断 收藏 该 店铺 ！ 以后 优先 考虑 这家 ， 品质保证 ！ ? 分享 几 张 实物 照片 ， 大家 参考 一下 ！ ,2014/9/29 23:05,http://img01.taobaocdn.com/bao/uploaded/TB2yIX7aFXXXXadXpXXXXXXXXXX_!!1744174574-0-rate.jpg
i158,u30,很 好 的 宝贝 ， 质量 很 好 ， 送给 朋友 朋友 的 ，     也 很 喜欢 ， 包装 很 好 ， 物流 也 快 ， 性价比 也 是 很 高 的 ， 客服 也 很 客气 。 谢谢 ， 卖家 了 ， 还 会 再 来 的 。 ,2014/9/12 12:34,
i158,u596,还 没 穿   第一 眼 看 上去 就 感觉 不错 ， 将 店铺 收藏 了 以后 想 买 了 再 买 。 ,2014/9/29 13:20,
i158,u439,衣服 挺 有型 的 就是 有点 着 土 ,2014/9/24 11:33,
i158,u2055,还 行 吧 ！ 希望 不要 缩水 … ,2014/9/23 16:48,
i159,u993,不错 给 公公 买 的 他 很 喜欢 ， 就是 买 完 就 降价 了 ,2014/9/20 13:35,
i159,u1405,质量 很 不错   性价比 很 高 ,2014/9/28 14:30,
i159,u1018,比 上次 买 的 料子 薄 了 ， 一 份 价钱 一 份 货 呗 。 ,2014/9/24 07:01,
i159,u1030,打开 后 有点 气味 ， 还有 就是 有 色差 ， 没有 图片 的 艳丽 ， 颜色 暗 ， 没 体现 出 红 蓝 的 颜色 。 在 穿着 方面 ， 感觉 袖子 有点 短 ， 舒适度 一般 。 不过 性价比 还有 行 吧 。 ,2014/9/15 19:04,
i159,u1006,号码 稍微 偏 大 ， 质量 绝对 物超所值 ， 20 多 块 买 到 ， 很 划算 ， 满意 ,2014/9/4 16:27,
i159,u950,黑心 的 卖家     补 差价 ！ ！ ！ ！ ！ 刚 拍 下 都 降 了 百 分 之 二十五 ?? ? ,2014/9/12 14:03,
i159,u458,衣服 挺好 的   ， 赞 一个 ,2014/9/23 21:02,
i159,u2290,男朋友 240 穿 五 有点 紧     退货 太 麻烦 只能 瞎 了     料子 是 青 纶 的 太 扎 了   之前 买 没 注意   物流 也 太 慢 了       ,2014/9/19 22:16,
i159,u732,衣服 也 就 值 这 个 钱 了 ， 不是 棉 的 ， 卖家 推荐 的 尺码 偏 大 。 ,2014/9/24 22:08,
i159,u1239,看着 很 不错 ！ 很 满意 … … ,2014/9/17 15:01,
i159,u517,9月 1 号 就 已 交易 成功 了 等 了 四 天 了 还 没收 到货 ， 物流 信息 显示 还 在 浙江 金华 我 想 问 物流 你 是 步行 从 浙江 到 山东 吗 ？ 还 没收 到货 要 是 不 能 对 宝贝 描述 ！ ,2014/9/4 05:09,
i16,u1617,比较 满意   卖家 服务 态度 很 好   物流 很 给力 ,2014/9/20 10:27,
i16,u1446,料子 不是 很 舒服 ， 反正 也 很 便宜 穿 个 两 三 天 扔 了 就是了 。 ,2014/9/1 10:52,
i16,u1862,宝贝 很 好 ， 很 合身 ， 质量 也 不错 ， 下次 会 再 来 的 。 ,2014/9/19 20:40,
i16,u2209,真心 好评 ， 良心 衬衫 ！ ！ ,2014/9/4 00:01,
i160,u1631,衣服 不错 ， 性价比 很 高 ， 已经 第二 次 购买 了 。 穿着 也 很 舒服 ， 这 个 季节 穿 正 合适 。   很 好 ,2014/9/25 20:19,
i160,u2260,  在 此 店 订 了 五 套 最后 一 套 没 发 背心 ， 和 他 沟通 还 相信 还 有点 不 赖 烦 ， 不 在乎 几 元 的 背心 但 要 有 信誉度 ， ,2014/9/29 13:45,
i160,u835,质量 看 起来 挺 不错 的 ， 就是 还 没 要 穿 ， 不知道 会 不会 起 球   还 好 ,2014/9/10 23:16,
i160,u1188,  宝贝 不错 ， 很 满意 ， 发货 速度 也 很快 。 ,2014/9/25 17:30,
i160,u1004,衣服 很 好 ， 穿 上 很 合身 ， 修身 也 显 瘦 ， 和 图片 描述 的 一样 ， 也 谢谢 卖家 的 建议 ， 买 了 一 身 合身 的 物流 很快 ,2014/9/8 21:43,
i160,u669,衣服 质量 很 好 也 很 合身 。 客服 物流 都 很 给力 。 好评 。 ,2014/9/5 17:16,
i161,u30,很 好 的 宝贝 ， 买 了 两 件 ， 没有 色差 ， 质量 也 很 好 ， 卖家 发货 挺 快 的 ， 物流 也 很 好 。 很 好 的 卖家 奥   好评 ,2014/9/26 13:09,
i161,u574,质量 很 好 ， 穿着 很 合身 ， 准备 要 在 购 一 件 ,2014/9/24 23:12,
i161,u1623,衣服 很 不错 ， 无论 是 料子 、 做工 、 款式 都 很 好 ， 很 时尚 ,2014/9/23 08:48,
i161,u1523,宝贝 收到 了 ， 质量 看着 挺好 的 ， 是 真品 ， 值得 购买   很 好 ,2014/9/30 11:34,
i161,u2140,质量 很 好 ， 穿 上 很 有型 ， 是 纯棉 的 ， 老公 说 穿着 很 舒服 ， 超 满意 ！ ,2014/9/29 16:45,
i161,u345,东西 很 不错 ， 很 喜欢 ， 衣服 质量 很 好 ， 做工 也 不错 ,2014/9/8 12:50,
i161,u247,质量 很 好 ， 颜色 没有 色差 ， 很 合身 ！ ,2014/9/14 12:36,
i161,u945,质量部 错 款式 漂亮   面料 也 很 好   性价比 很 高 ,2014/9/28 21:25,
i161,u2214,质量 很 好 ， 卖家 服务 也 很 好 ， 物流 也 很 给力 ， 赞 ， 。 下次 还 来 哦 ,2014/9/30 14:52,
i161,u58,掌柜的 服务 态度 真 好 ， 发货 很快 。 相当 不错 。 太 喜欢 了 ， 谢谢 ,2014/9/17 20:45,
i161,u1666,宝贝 收到 了 ， 质量 不错 。 款式 也 漂亮 做工 也 挺好 的 ,2014/9/12 09:39,
i161,u958,物流 很 给力 。 衣服 很 舒服 ,2014/9/26 12:12,
i161,u1942,帮 朋友 买 的 ， 说是 很 好看 ， 质量 也 不错 ， 很 满意 的 一次 购物 ,2014/9/29 11:48,
i161,u708,面料 款式 挺 不错 的 ， 手感 挺好 的   ， 做工 处理 的 还 不错 ， 没 色差 ,2014/9/18 01:24,
i162,u1835,收到 宝贝 ， 质量 真 的 很 不错 ， 穿着 也 很 舒服 ， 也 很 保暖 ， 下次 还 会 再 光顾 的   发货 快 ， 店家 也 很 热情 ,2014/9/24 20:03,
i162,u1288,很 好 ， 这 个 价钱 真 的 不错 ,2014/9/8 20:18,
i162,u246,质量 好好 的 ， 没 话说 。 ,2014/9/30 17:15,
i162,u263,宝贝 很 好 ， 穿 上 很 有型 ， 冬天 可以 放心 购买 了 ！ ,2014/9/30 18:17,
i162,u1651,质量超好 哦 。 穿 上正 合适 ， 超赞 ,2014/9/8 13:37,
i162,u797,物超所值 ， 质量 蛮 好 的 ， 好评 ,2014/9/14 19:28,
i162,u1495,宝贝 真是 太 好 了 ， 物美价廉 ， 全 五星 ， 很 满意 的 一次 购物 ,2014/9/18 21:07,
i162,u2520,东西 收到 了 质量 没 的 说 ！ 没想到 会 这么 好 都 不 敢 相信 ！ 姐妹 们 别 犹豫 了 真心 的 很 好 ！ 打算 再 买 几 条 ,2014/9/30 21:31,http://img01.taobaocdn.com/bao/uploaded/TB2SsaeaFXXXXX0XpXXXXXXXXXX_!!1905198995-0-rate.jpg
i162,u305,今天 收到 宝贝 ， 整体 感觉 非常 好 。 料子 也 非常 好 。 值得 大家 购买 。 ,2014/9/30 20:44,
i162,u1077,不错 ， 就是 物流 不 给力 ,2014/9/20 21:40,
i163,u2381,不错 很 修身 ， 卖家 人 很 好 ,2014/9/27 19:57,
i163,u207,裤子 不错 ， 就是 裤腿 长 了 ， 我 花 了 7 块 钱 修 了 下 裤腿 ， 穿 起来 好多 了 ， 不错 。 ,2014/9/11 12:43,
i163,u1063,穿着 特别 舒服   老公 有点 微 胖   结果 没想到 尺寸 刚刚好   特别 好 的 一次 购物   赞 一个 哦 ,2014/9/21 15:40,
i163,u625,老 顾客 了   买 过 几 条 了   质量 都 是 很 好 的   下次 再也 光顾 你 了 ,2014/9/17 10:53,
i163,u1718,裤子 有点 厚   目前 还是 在 冷 一点 再 穿   手感 一般 ,2014/9/21 12:15,
i164,u1109,质量 很 好     价格 便宜     尺码 合适 ,2014/9/27 16:50,
i164,u742,衣服 收到 了 ， 女儿 穿 稍微 大 了 点 ， 不过 明年 还 可以 穿 ， 一分钱一分货 ， 好评 ,2014/9/23 13:33,
i164,u1750,没有 想象 的 好 ， 买 5 送 1 ， 送 的 什么 垃圾 啊 ， 还 不如 不 送 的 好 ,2014/9/9 17:58,
i164,u1831,一 看 就 质量 不行 ， 不过 钱 也 没花 上 ， 一分钱一分货 吧 。 ,2014/9/17 14:02,
i164,u1217,宝贝 收到 ， 很 漂亮 ， 穿着 合适 还 很 很 舒服 ，   发货 速度 很快 ， 给 个 赞 ！ ！ ！ ,2014/9/6 18:15,
i164,u2617,不错 ， 就是 不知道 ， 起 不 起 毛球 ,2014/9/17 15:12,http://img01.taobaocdn.com/bao/uploaded/TB2y6bIapXXXXXOXpXXXXXXXXXX_!!2168938901-0-rate.jpg
i165,u511,几乎 都 是 黑色 了 。   质量 还是 可以 。   至于 显 瘦 嘛 。 本来 就 肥 。 所以 也 只有 这么 样 了 。   ,2014/9/18 19:21,
i165,u188,裤子 已 收到 ， 经济 又 实惠 ， 很 舒服 的 料子 ,2014/9/26 19:50,
i165,u957,宝贝 收到 了 。 穿着 很 舒服 ， 弹性 很 大 ， 显得 腿 很 细 修长 ， 最 愉快 的 一次 购物 ， 以后 还 会 光临 的 ， 给 五分 。 ,2014/9/27 17:44,
